_id,system.name,system.planet.letter,system.planet.discovery_method,system.planet.name,system.numbers_of_planets,system.star_solar_masses
59c8fea24fd6da387fd8153f,HD 142022 A,b,Radial Velocity,HD 142022 A b,1,0.99
59c8fea24fd6da387fd81540,HD 142,c,Radial Velocity,HD 142 c,2,1.23
59c8fea24fd6da387fd81541,HD 142,b,Radial Velocity,HD 142 b,2,1.23
59c8fea24fd6da387fd81542,HD 142245,b,Radial Velocity,HD 142245 b,1,1.69
59c8fea24fd6da387fd81543,HD 143105,b,Radial Velocity,HD 143105 b,1,1.51
59c8fea24fd6da387fd81544,HD 143361,b,Radial Velocity,HD 143361 b,1,0.95
59c8fea24fd6da387fd81545,HD 145377,b,Radial Velocity,HD 145377 b,1,1.12
59c8fea24fd6da387fd81546,HD 142415,b,Radial Velocity,HD 142415 b,1,1.03
59c8fea24fd6da387fd81547,HD 1461,b,Radial Velocity,HD 1461 b,2,1.02
59c8fea24fd6da387fd81548,HD 145934,b,Radial Velocity,HD 145934 b,1,1.75
59c8fea24fd6da387fd81549,HD 145457,b,Radial Velocity,HD 145457 b,1,1.9
59c8fea24fd6da387fd8154a,HD 1461,c,Radial Velocity,HD 1461 c,2,1.02
59c8fea24fd6da387fd8154b,HD 147018,b,Radial Velocity,HD 147018 b,2,0.93
59c8fea24fd6da387fd8154c,HD 147018,c,Radial Velocity,HD 147018 c,2,0.93
59c8fea24fd6da387fd8154d,HD 147513,b,Radial Velocity,HD 147513 b,1,1.11
59c8fea24fd6da387fd8154e,HD 148156,b,Radial Velocity,HD 148156 b,1,1.22
59c8fea24fd6da387fd8154f,HD 148427,b,Radial Velocity,HD 148427 b,1,
59c8fea24fd6da387fd81550,HD 149026,b,Radial Velocity,HD 149026 b,1,1.34
59c8fea24fd6da387fd81551,HD 150706,b,Radial Velocity,HD 150706 b,1,1.17
59c8fea24fd6da387fd81552,HD 149143,b,Radial Velocity,HD 149143 b,1,1.1
59c8fea24fd6da387fd81553,HD 1502,b,Radial Velocity,HD 1502 b,1,1.61
59c8fea24fd6da387fd81554,HD 152079,b,Radial Velocity,HD 152079 b,1,
59c8fea24fd6da387fd81555,HD 153950,b,Radial Velocity,HD 153950 b,1,1.12
59c8fea24fd6da387fd81556,HD 154345,b,Radial Velocity,HD 154345 b,1,
59c8fea24fd6da387fd81557,HD 152581,b,Radial Velocity,HD 152581 b,1,0.93
59c8fea24fd6da387fd81558,HD 154672,b,Radial Velocity,HD 154672 b,1,
59c8fea24fd6da387fd81559,HD 154857,b,Radial Velocity,HD 154857 b,2,1.72
59c8fea24fd6da387fd8155a,HD 155233,b,Radial Velocity,HD 155233 b,1,1.69
59c8fea24fd6da387fd8155b,HD 154857,c,Radial Velocity,HD 154857 c,2,1.72
59c8fea24fd6da387fd8155c,HD 155358,c,Radial Velocity,HD 155358 c,2,
59c8fea24fd6da387fd8155d,HD 156279,b,Radial Velocity,HD 156279 b,1,0.93
59c8fea24fd6da387fd8155e,HD 155358,b,Radial Velocity,HD 155358 b,2,
59c8fea24fd6da387fd8155f,HD 156668,b,Radial Velocity,HD 156668 b,1,
59c8fea24fd6da387fd81560,HD 156411,b,Radial Velocity,HD 156411 b,1,1.25
59c8fea24fd6da387fd81561,HD 158038,b,Radial Velocity,HD 158038 b,1,1.65
59c8fea24fd6da387fd81562,HD 156846,b,Radial Velocity,HD 156846 b,1,1.35
59c8fea24fd6da387fd81563,HD 159243,b,Radial Velocity,HD 159243 b,2,1.12
59c8fea24fd6da387fd81564,HD 159243,c,Radial Velocity,HD 159243 c,2,1.12
59c8fea24fd6da387fd81565,HD 159868,b,Radial Velocity,HD 159868 b,2,1.09
59c8fea24fd6da387fd81566,HD 159868,c,Radial Velocity,HD 159868 c,2,1.09
59c8fea24fd6da387fd81567,HD 1605,b,Radial Velocity,HD 1605 b,2,1.31
59c8fea24fd6da387fd81568,HD 1605,c,Radial Velocity,HD 1605 c,2,1.31
59c8fea24fd6da387fd81569,HD 160691,b,Radial Velocity,HD 160691 b,4,1.08
59c8fea24fd6da387fd8156a,HD 160691,d,Radial Velocity,HD 160691 d,4,1.08
59c8fea24fd6da387fd8156b,HD 160691,c,Radial Velocity,HD 160691 c,4,1.08
59c8fea24fd6da387fd8156c,HD 160691,e,Radial Velocity,HD 160691 e,4,1.08
59c8fea24fd6da387fd8156d,HD 16141,b,Radial Velocity,HD 16141 b,1,1.12
59c8fea24fd6da387fd8156e,HD 16175,b,Radial Velocity,HD 16175 b,1,1.29
59c8fea24fd6da387fd8156f,HD 162020,b,Radial Velocity,HD 162020 b,1,0.75
59c8fea24fd6da387fd81570,HD 163607,c,Radial Velocity,HD 163607 c,2,1.09
59c8fea24fd6da387fd81571,HD 163607,b,Radial Velocity,HD 163607 b,2,1.09
59c8fea24fd6da387fd81572,HD 164604,b,Radial Velocity,HD 164604 b,1,
59c8fea24fd6da387fd81573,HD 164595,b,Radial Velocity,HD 164595 b,1,0.99
59c8fea24fd6da387fd81574,HD 164509,b,Radial Velocity,HD 164509 b,1,1.13
59c8fea24fd6da387fd81575,HD 16417,b,Radial Velocity,HD 16417 b,1,1.2
59c8fea24fd6da387fd81576,HD 164922,b,Radial Velocity,HD 164922 b,1,0.94
59c8fea24fd6da387fd81577,HD 1666,b,Radial Velocity,HD 1666 b,1,1.5
59c8fea24fd6da387fd81578,HD 166724,b,Radial Velocity,HD 166724 b,1,0.81
59c8fea24fd6da387fd81579,HD 167042,b,Radial Velocity,HD 167042 b,1,1.5
59c8fea24fd6da387fd8157a,HD 168443,c,Radial Velocity,HD 168443 c,2,0.99
59c8fea24fd6da387fd8157b,HD 168443,b,Radial Velocity,HD 168443 b,2,0.99
59c8fea24fd6da387fd8157c,HD 168746,b,Radial Velocity,HD 168746 b,1,0.93
59c8fea24fd6da387fd8157d,HD 1690,b,Radial Velocity,HD 1690 b,1,1.09
59c8fea24fd6da387fd8157e,HD 169830,b,Radial Velocity,HD 169830 b,2,1.4
59c8fea24fd6da387fd8157f,HD 170469,b,Radial Velocity,HD 170469 b,1,1.14
59c8fea24fd6da387fd81580,HD 17092,b,Radial Velocity,HD 17092 b,1,2.3
59c8fea24fd6da387fd81581,HD 171028,b,Radial Velocity,HD 171028 b,1,0.99
59c8fea24fd6da387fd81582,HD 169830,c,Radial Velocity,HD 169830 c,2,1.4
59c8fea24fd6da387fd81583,HD 171238,b,Radial Velocity,HD 171238 b,1,0.94
59c8fea24fd6da387fd81584,HD 17156,b,Radial Velocity,HD 17156 b,1,1.24
59c8fea24fd6da387fd81585,HD 173416,b,Radial Velocity,HD 173416 b,1,2
59c8fea24fd6da387fd81586,HD 175167,b,Radial Velocity,HD 175167 b,1,
59c8fea24fd6da387fd81587,HD 175541,b,Radial Velocity,HD 175541 b,1,1.65
59c8fea24fd6da387fd81588,HD 175607,b,Radial Velocity,HD 175607 b,1,0.71
59c8fea24fd6da387fd81589,HD 177830,b,Radial Velocity,HD 177830 b,2,1.47
59c8fea24fd6da387fd8158a,HD 177830,c,Radial Velocity,HD 177830 c,2,1.47
59c8fea24fd6da387fd8158b,HD 178911 B,b,Radial Velocity,HD 178911 B b,1,1.01
59c8fea24fd6da387fd8158c,HD 179079,b,Radial Velocity,HD 179079 b,1,1.15
59c8fea24fd6da387fd8158d,HD 180902,b,Radial Velocity,HD 180902 b,1,1.52
59c8fea24fd6da387fd8158e,HD 179949,b,Radial Velocity,HD 179949 b,1,1.21
59c8fea24fd6da387fd8158f,HD 181433,b,Radial Velocity,HD 181433 b,3,0.78
59c8fea24fd6da387fd81590,HD 180314,b,Radial Velocity,HD 180314 b,1,2.6
59c8fea24fd6da387fd81591,HD 181433,c,Radial Velocity,HD 181433 c,3,0.78
59c8fea24fd6da387fd81592,HD 181342,b,Radial Velocity,HD 181342 b,1,1.89
59c8fea24fd6da387fd81593,HD 181433,d,Radial Velocity,HD 181433 d,3,0.78
59c8fea24fd6da387fd81594,HD 181720,b,Radial Velocity,HD 181720 b,1,0.92
59c8fea24fd6da387fd81595,HD 183263,b,Radial Velocity,HD 183263 b,2,1.17
59c8fea24fd6da387fd81596,HD 183263,c,Radial Velocity,HD 183263 c,2,1.17
59c8fea24fd6da387fd81597,HD 187123,b,Radial Velocity,HD 187123 b,2,1
59c8fea24fd6da387fd81598,HD 187123,c,Radial Velocity,HD 187123 c,2,1
59c8fea24fd6da387fd81599,HD 188015,b,Radial Velocity,HD 188015 b,1,1.09
59c8fea24fd6da387fd8159a,HD 18742,b,Radial Velocity,HD 18742 b,1,1.6
59c8fea24fd6da387fd8159b,HD 189733,b,Radial Velocity,HD 189733 b,1,0.85
59c8fea24fd6da387fd8159c,HD 185269,b,Radial Velocity,HD 185269 b,1,1.28
59c8fea24fd6da387fd8159d,HD 187085,b,Radial Velocity,HD 187085 b,1,1.22
59c8fea24fd6da387fd8159e,HD 190360,b,Radial Velocity,HD 190360 b,2,0.96
59c8fea24fd6da387fd8159f,HD 190647,b,Radial Velocity,HD 190647 b,1,1.1
59c8fea24fd6da387fd815a0,HD 190360,c,Radial Velocity,HD 190360 c,2,0.96
59c8fea24fd6da387fd815a1,HD 190984,b,Radial Velocity,HD 190984 b,1,0.91
59c8fea24fd6da387fd815a2,HD 192263,b,Radial Velocity,HD 192263 b,1,0.81
59c8fea24fd6da387fd815a3,HD 192310,c,Radial Velocity,HD 192310 c,2,0.8
59c8fea24fd6da387fd815a4,HD 192699,b,Radial Velocity,HD 192699 b,1,1.68
59c8fea24fd6da387fd815a5,HD 195019,b,Radial Velocity,HD 195019 b,1,1.07
59c8fea24fd6da387fd815a6,HD 196067,b,Radial Velocity,HD 196067 b,1,1.29
59c8fea24fd6da387fd815a7,HD 196050,b,Radial Velocity,HD 196050 b,1,1.15
59c8fea24fd6da387fd815a8,HD 196885,b,Radial Velocity,HD 196885 b,1,1.28
59c8fea24fd6da387fd815a9,HD 197037,b,Radial Velocity,HD 197037 b,1,
59c8fea24fd6da387fd815aa,HD 200964,b,Radial Velocity,HD 200964 b,2,1.44
59c8fea24fd6da387fd815ab,HD 19994,b,Radial Velocity,HD 19994 b,1,1.37
59c8fea24fd6da387fd815ac,HD 192310,b,Radial Velocity,HD 192310 b,2,0.8
59c8fea24fd6da387fd815ad,HD 200964,c,Radial Velocity,HD 200964 c,2,1.44
59c8fea24fd6da387fd815ae,HD 202206,b,Radial Velocity,HD 202206 b,2,1.15
59c8fea24fd6da387fd815af,HD 203030,b,Imaging,HD 203030 b,1,
59c8fea24fd6da387fd815b0,HD 202206,c,Radial Velocity,HD 202206 c,2,1.15
59c8fea24fd6da387fd815b1,HD 204313,b,Radial Velocity,HD 204313 b,2,1.02
59c8fea24fd6da387fd815b2,HD 2039,b,Radial Velocity,HD 2039 b,1,1.17
59c8fea24fd6da387fd815b3,HD 204313,c,Radial Velocity,HD 204313 c,2,1.02
59c8fea24fd6da387fd815b4,HD 204941,b,Radial Velocity,HD 204941 b,1,0.74
59c8fea24fd6da387fd815b5,HD 205739,b,Radial Velocity,HD 205739 b,1,1.22
59c8fea24fd6da387fd815b6,HD 206610,b,Radial Velocity,HD 206610 b,1,1.56
59c8fea24fd6da387fd815b7,HD 20782,b,Radial Velocity,HD 20782 b,1,1
59c8fea24fd6da387fd815b8,HD 207832,c,Radial Velocity,HD 207832 c,2,0.94
59c8fea24fd6da387fd815b9,HD 207832,b,Radial Velocity,HD 207832 b,2,0.94
59c8fea24fd6da387fd815ba,HD 20794,c,Radial Velocity,HD 20794 c,3,0.7
59c8fea24fd6da387fd815bb,HD 20794,b,Radial Velocity,HD 20794 b,3,0.7
59c8fea24fd6da387fd815bc,HD 20794,d,Radial Velocity,HD 20794 d,3,0.7
59c8fea24fd6da387fd815bd,HD 208527,b,Radial Velocity,HD 208527 b,1,1.6
59c8fea24fd6da387fd815be,HD 209458,b,Radial Velocity,HD 209458 b,1,1.1
59c8fea24fd6da387fd815bf,HD 208487,b,Radial Velocity,HD 208487 b,1,1.13
59c8fea24fd6da387fd815c0,HD 20868,b,Radial Velocity,HD 20868 b,1,0.78
59c8fea24fd6da387fd815c1,HD 210277,b,Radial Velocity,HD 210277 b,1,1.01
59c8fea24fd6da387fd815c2,HD 210702,b,Radial Velocity,HD 210702 b,1,1.68
59c8fea24fd6da387fd815c3,HD 215497,b,Radial Velocity,HD 215497 b,2,0.87
59c8fea24fd6da387fd815c4,HD 212301,b,Radial Velocity,HD 212301 b,1,1.27
59c8fea24fd6da387fd815c5,HD 216437,b,Radial Velocity,HD 216437 b,1,1.15
59c8fea24fd6da387fd815c6,HD 215497,c,Radial Velocity,HD 215497 c,2,0.87
59c8fea24fd6da387fd815c7,HD 216435,b,Radial Velocity,HD 216435 b,1,1.3
59c8fea24fd6da387fd815c8,HD 212771,b,Radial Velocity,HD 212771 b,1,1.15
59c8fea24fd6da387fd815c9,HD 216770,b,Radial Velocity,HD 216770 b,1,0.9
59c8fea24fd6da387fd815ca,HD 217107,b,Radial Velocity,HD 217107 b,2,1.02
59c8fea24fd6da387fd815cb,HD 216536,b,Radial Velocity,HD 216536 b,1,1.36
59c8fea24fd6da387fd815cc,HD 217107,c,Radial Velocity,HD 217107 c,2,1.02
59c8fea24fd6da387fd815cd,HD 217786,b,Radial Velocity,HD 217786 b,1,1.02
59c8fea24fd6da387fd815ce,HD 218566,b,Radial Velocity,HD 218566 b,1,0.85
59c8fea24fd6da387fd815cf,HD 219077,b,Radial Velocity,HD 219077 b,1,1.05
59c8fea24fd6da387fd815d0,HD 219134,b,Radial Velocity,HD 219134 b,6,0.79
59c8fea24fd6da387fd815d1,HD 219134,d,Radial Velocity,HD 219134 d,6,0.79
59c8fea24fd6da387fd815d2,HD 213240,b,Radial Velocity,HD 213240 b,1,
59c8fea24fd6da387fd815d3,HD 219134,f,Radial Velocity,HD 219134 f,6,0.79
59c8fea24fd6da387fd815d4,HD 219134,h,Radial Velocity,HD 219134 h,6,0.79
59c8fea24fd6da387fd815d5,HD 219415,b,Radial Velocity,HD 219415 b,1,1
59c8fea24fd6da387fd815d6,HD 219134,g,Radial Velocity,HD 219134 g,6,0.79
59c8fea24fd6da387fd815d7,HD 219828,b,Radial Velocity,HD 219828 b,1,1.24
59c8fea24fd6da387fd815d8,HD 219134,c,Radial Velocity,HD 219134 c,6,0.79
59c8fea24fd6da387fd815d9,HD 220689,b,Radial Velocity,HD 220689 b,1,1.04
59c8fea24fd6da387fd815da,HD 220074,b,Radial Velocity,HD 220074 b,1,1.2
59c8fea24fd6da387fd815db,HD 220773,b,Radial Velocity,HD 220773 b,1,
59c8fea24fd6da387fd815dc,HD 220842,b,Radial Velocity,HD 220842 b,1,1.13
59c8fea24fd6da387fd815dd,HD 222155,b,Radial Velocity,HD 222155 b,1,1.13
59c8fea24fd6da387fd815de,HD 221287,b,Radial Velocity,HD 221287 b,1,1.25
59c8fea24fd6da387fd815df,HD 222582,b,Radial Velocity,HD 222582 b,1,0.99
59c8fea24fd6da387fd815e0,HD 22781,b,Radial Velocity,HD 22781 b,1,0.75
59c8fea24fd6da387fd815e1,HD 231701,b,Radial Velocity,HD 231701 b,1,1.14
59c8fea24fd6da387fd815e2,HD 224693,b,Radial Velocity,HD 224693 b,1,1.33
59c8fea24fd6da387fd815e3,HD 23079,b,Radial Velocity,HD 23079 b,1,1.01
59c8fea24fd6da387fd815e4,HD 233604,b,Radial Velocity,HD 233604 b,1,1.5
59c8fea24fd6da387fd815e5,HD 23127,b,Radial Velocity,HD 23127 b,1,1.13
59c8fea24fd6da387fd815e6,HD 240210,b,Radial Velocity,HD 240210 b,1,0.82
59c8fea24fd6da387fd815e7,HD 23596,b,Radial Velocity,HD 23596 b,1,1.16
59c8fea24fd6da387fd815e8,HD 240237,b,Radial Velocity,HD 240237 b,1,1.69
59c8fea24fd6da387fd815e9,HD 24064,b,Radial Velocity,HD 24064 b,1,1
59c8fea24fd6da387fd815ea,HD 24040,b,Radial Velocity,HD 24040 b,1,1.18
59c8fea24fd6da387fd815eb,HD 25171,b,Radial Velocity,HD 25171 b,1,1.09
59c8fea24fd6da387fd815ec,HD 2638,b,Radial Velocity,HD 2638 b,1,0.93
59c8fea24fd6da387fd815ed,HD 27442,b,Radial Velocity,HD 27442 b,1,1.23
59c8fea24fd6da387fd815ee,HD 27631,b,Radial Velocity,HD 27631 b,1,0.94
59c8fea24fd6da387fd815ef,HD 27894,b,Radial Velocity,HD 27894 b,1,0.8
59c8fea24fd6da387fd815f0,HD 28254,b,Radial Velocity,HD 28254 b,1,1.06
59c8fea24fd6da387fd815f1,HD 28678,b,Radial Velocity,HD 28678 b,1,1.74
59c8fea24fd6da387fd815f2,HD 28185,b,Radial Velocity,HD 28185 b,1,0.98
59c8fea24fd6da387fd815f3,HD 285507,b,Radial Velocity,HD 285507 b,1,0.73
59c8fea24fd6da387fd815f4,HD 285968,b,Radial Velocity,HD 285968 b,1,0.45
59c8fea24fd6da387fd815f5,HD 290327,b,Radial Velocity,HD 290327 b,1,0.9
59c8fea24fd6da387fd815f6,HD 2952,b,Radial Velocity,HD 2952 b,1,2.54
59c8fea24fd6da387fd815f7,HD 30177,b,Radial Velocity,HD 30177 b,1,1.01
59c8fea24fd6da387fd815f8,HD 30669,b,Radial Velocity,HD 30669 b,1,0.92
59c8fea24fd6da387fd815f9,HD 30856,b,Radial Velocity,HD 30856 b,1,1.35
59c8fea24fd6da387fd815fa,HD 30562,b,Radial Velocity,HD 30562 b,1,1.23
59c8fea24fd6da387fd815fb,HD 31253,b,Radial Velocity,HD 31253 b,1,1.23
59c8fea24fd6da387fd815fc,HD 32518,b,Radial Velocity,HD 32518 b,1,1.13
59c8fea24fd6da387fd815fd,HD 330075,b,Radial Velocity,HD 330075 b,1,0.7
59c8fea24fd6da387fd815fe,HD 33142,b,Radial Velocity,HD 33142 b,1,1.48
59c8fea24fd6da387fd815ff,HD 33283,b,Radial Velocity,HD 33283 b,1,1.24
59c8fea24fd6da387fd81600,HD 32963,b,Radial Velocity,HD 32963 b,1,0.94
59c8fea24fd6da387fd81601,HD 33564,b,Radial Velocity,HD 33564 b,1,1.25
59c8fea24fd6da387fd81602,HD 33844,b,Radial Velocity,HD 33844 b,2,1.78
59c8fea24fd6da387fd81603,HD 33844,c,Radial Velocity,HD 33844 c,2,1.78
59c8fea24fd6da387fd81604,HD 34445,b,Radial Velocity,HD 34445 b,1,1.07
59c8fea24fd6da387fd81605,HD 35759,b,Radial Velocity,HD 35759 b,1,1.15
59c8fea24fd6da387fd81606,HD 3651,b,Radial Velocity,HD 3651 b,1,0.88
59c8fea24fd6da387fd81607,HD 37124,c,Radial Velocity,HD 37124 c,3,
59c8fea24fd6da387fd81608,HD 37124,d,Radial Velocity,HD 37124 d,3,
59c8fea24fd6da387fd81609,HD 37124,b,Radial Velocity,HD 37124 b,3,
59c8fea24fd6da387fd8160a,HD 37605,b,Radial Velocity,HD 37605 b,2,1
59c8fea24fd6da387fd8160b,HD 37605,c,Radial Velocity,HD 37605 c,2,1
59c8fea24fd6da387fd8160c,HD 38283,b,Radial Velocity,HD 38283 b,1,1.08
59c8fea24fd6da387fd8160d,HD 38529,b,Radial Velocity,HD 38529 b,2,1.48
59c8fea24fd6da387fd8160e,HD 38529,c,Radial Velocity,HD 38529 c,2,1.48
59c8fea24fd6da387fd8160f,HD 39091,b,Radial Velocity,HD 39091 b,1,1.1
59c8fea24fd6da387fd81610,HD 40307,b,Radial Velocity,HD 40307 b,5,0.77
59c8fea24fd6da387fd81611,HD 38801,b,Radial Velocity,HD 38801 b,1,1.36
59c8fea24fd6da387fd81612,HD 40307,c,Radial Velocity,HD 40307 c,5,0.77
59c8fea24fd6da387fd81613,HD 40307,g,Radial Velocity,HD 40307 g,5,0.77
59c8fea24fd6da387fd81614,HD 40307,d,Radial Velocity,HD 40307 d,5,0.77
59c8fea24fd6da387fd81615,HD 40307,f,Radial Velocity,HD 40307 f,5,0.77
59c8fea24fd6da387fd81616,HD 40979,b,Radial Velocity,HD 40979 b,1,1.15
59c8fea24fd6da387fd81617,HD 41004 A,b,Radial Velocity,HD 41004 A b,1,0.7
59c8fea24fd6da387fd81618,HD 41004 B,b,Radial Velocity,HD 41004 B b,1,0.4
59c8fea24fd6da387fd81619,HD 4113,b,Radial Velocity,HD 4113 b,1,0.99
59c8fea24fd6da387fd8161a,HD 4203,b,Radial Velocity,HD 4203 b,2,1.13
59c8fea24fd6da387fd8161b,HD 4208,b,Radial Velocity,HD 4208 b,1,0.87
59c8fea24fd6da387fd8161c,HD 4203,c,Radial Velocity,HD 4203 c,2,1.13
59c8fea24fd6da387fd8161d,HD 43197,b,Radial Velocity,HD 43197 b,1,0.96
59c8fea24fd6da387fd8161e,HD 4313,b,Radial Velocity,HD 4313 b,1,1.72
59c8fea24fd6da387fd8161f,HD 4308,b,Radial Velocity,HD 4308 b,1,0.83
59c8fea24fd6da387fd81620,HD 44219,b,Radial Velocity,HD 44219 b,1,1
59c8fea24fd6da387fd81621,HD 43691,b,Radial Velocity,HD 43691 b,1,1.38
59c8fea24fd6da387fd81623,HD 45350,b,Radial Velocity,HD 45350 b,1,1.02
59c8fea24fd6da387fd81624,HD 45364,b,Radial Velocity,HD 45364 b,2,
59c8fea24fd6da387fd81625,HD 45364,c,Radial Velocity,HD 45364 c,2,
59c8fea24fd6da387fd81626,HD 45652,b,Radial Velocity,HD 45652 b,1,0.83
59c8fea24fd6da387fd81627,HD 47186,b,Radial Velocity,HD 47186 b,2,0.99
59c8fea24fd6da387fd81628,HD 4732,b,Radial Velocity,HD 4732 b,2,1.74
59c8fea24fd6da387fd81629,HD 46375,b,Radial Velocity,HD 46375 b,1,0.92
59c8fea24fd6da387fd8162a,HD 47186,c,Radial Velocity,HD 47186 c,2,0.99
59c8fea24fd6da387fd8162b,HD 47536,b,Radial Velocity,HD 47536 b,1,0.91
59c8fea24fd6da387fd8162c,HD 48265,b,Radial Velocity,HD 48265 b,1,1.22
59c8fea24fd6da387fd8162d,HD 4732,c,Radial Velocity,HD 4732 c,2,1.74
59c8fea24fd6da387fd8162e,HD 50499,b,Radial Velocity,HD 50499 b,1,1.24
59c8fea24fd6da387fd8162f,HD 49674,b,Radial Velocity,HD 49674 b,1,1.06
59c8fea24fd6da387fd81630,HD 50554,b,Radial Velocity,HD 50554 b,1,1.04
59c8fea24fd6da387fd81631,HD 52265,b,Radial Velocity,HD 52265 b,1,1.18
59c8fea24fd6da387fd81632,HD 5319,b,Radial Velocity,HD 5319 b,2,1.51
59c8fea24fd6da387fd81633,HD 564,b,Radial Velocity,HD 564 b,1,0.96
59c8fea24fd6da387fd81634,HD 5891,b,Radial Velocity,HD 5891 b,1,1.91
59c8fea24fd6da387fd81635,HD 60532,b,Radial Velocity,HD 60532 b,2,1.44
59c8fea24fd6da387fd81636,HD 5583,b,Radial Velocity,HD 5583 b,1,1.01
59c8fea24fd6da387fd81637,HD 5608,b,Radial Velocity,HD 5608 b,1,1.55
59c8fea24fd6da387fd81638,HD 5319,c,Radial Velocity,HD 5319 c,2,1.51
59c8fea24fd6da387fd81639,HD 60532,c,Radial Velocity,HD 60532 c,2,1.44
59c8fea24fd6da387fd8163a,HD 62509,b,Radial Velocity,HD 62509 b,1,2.1
59c8fea24fd6da387fd8163b,HD 63454,b,Radial Velocity,HD 63454 b,1,0.84
59c8fea24fd6da387fd8163c,HD 63765,b,Radial Velocity,HD 63765 b,1,
59c8fea24fd6da387fd8163d,HD 6434,b,Radial Velocity,HD 6434 b,1,0.89
59c8fea24fd6da387fd8163e,HD 65216,c,Radial Velocity,HD 65216 c,2,0.92
59c8fea24fd6da387fd8163f,HD 65216,b,Radial Velocity,HD 65216 b,2,0.92
59c8fea24fd6da387fd81640,HD 66428,b,Radial Velocity,HD 66428 b,1,1.1
59c8fea24fd6da387fd81641,HD 67087,c,Radial Velocity,HD 67087 c,2,1.36
59c8fea24fd6da387fd81642,HD 66141,b,Radial Velocity,HD 66141 b,1,1.1
59c8fea24fd6da387fd81643,HD 6718,b,Radial Velocity,HD 6718 b,1,0.96
59c8fea24fd6da387fd81644,HD 67087,b,Radial Velocity,HD 67087 b,2,1.36
59c8fea24fd6da387fd81645,HD 68988,b,Radial Velocity,HD 68988 b,1,1.18
59c8fea24fd6da387fd81646,HD 69830,b,Radial Velocity,HD 69830 b,3,0.86
59c8fea24fd6da387fd81647,HD 69830,c,Radial Velocity,HD 69830 c,3,0.86
59c8fea24fd6da387fd81648,HD 69830,d,Radial Velocity,HD 69830 d,3,0.86
59c8fea24fd6da387fd81649,HD 70573,b,Radial Velocity,HD 70573 b,1,1
59c8fea24fd6da387fd8164a,HD 7199,b,Radial Velocity,HD 7199 b,1,0.89
59c8fea24fd6da387fd8164b,HD 70642,b,Radial Velocity,HD 70642 b,1,1.05
59c8fea24fd6da387fd8164c,HD 73267,b,Radial Velocity,HD 73267 b,1,0.89
59c8fea24fd6da387fd8164d,HD 72659,b,Radial Velocity,HD 72659 b,1,1.06
59c8fea24fd6da387fd8164e,HD 73526,c,Radial Velocity,HD 73526 c,2,1.01
59c8fea24fd6da387fd8164f,HD 73526,b,Radial Velocity,HD 73526 b,2,1.01
59c8fea24fd6da387fd81650,HD 73534,b,Radial Velocity,HD 73534 b,1,1.23
59c8fea24fd6da387fd81651,HD 73256,b,Radial Velocity,HD 73256 b,1,1.05
59c8fea24fd6da387fd81652,HD 74156,c,Radial Velocity,HD 74156 c,2,1.24
59c8fea24fd6da387fd81653,HD 7449,b,Radial Velocity,HD 7449 b,1,1.05
59c8fea24fd6da387fd81654,HD 74156,b,Radial Velocity,HD 74156 b,2,1.24
59c8fea24fd6da387fd81655,HD 75289,b,Radial Velocity,HD 75289 b,1,1.21
59c8fea24fd6da387fd81656,HD 75784,b,Radial Velocity,HD 75784 b,1,1.41
59c8fea24fd6da387fd81657,HD 76700,b,Radial Velocity,HD 76700 b,1,1
59c8fea24fd6da387fd81658,HD 75898,b,Radial Velocity,HD 75898 b,1,1.28
59c8fea24fd6da387fd81659,HD 7924,b,Radial Velocity,HD 7924 b,3,0.83
59c8fea24fd6da387fd8165a,HD 7924,c,Radial Velocity,HD 7924 c,3,0.83
59c8fea24fd6da387fd8165b,HD 77338,b,Radial Velocity,HD 77338 b,1,0.93
59c8fea24fd6da387fd8165c,HD 7924,d,Radial Velocity,HD 7924 d,3,0.83
59c8fea24fd6da387fd8165d,HD 79498,b,Radial Velocity,HD 79498 b,1,
59c8fea24fd6da387fd8165e,HD 80606,b,Radial Velocity,HD 80606 b,1,0.97
59c8fea24fd6da387fd8165f,HD 81688,b,Radial Velocity,HD 81688 b,1,2.1
59c8fea24fd6da387fd81660,HD 82886,b,Radial Velocity,HD 82886 b,1,1.06
59c8fea24fd6da387fd81661,HD 82943,b,Radial Velocity,HD 82943 b,2,1.2
59c8fea24fd6da387fd81662,HD 82943,c,Radial Velocity,HD 82943 c,2,1.2
59c8fea24fd6da387fd81663,HD 83443,b,Radial Velocity,HD 83443 b,1,0.9
59c8fea24fd6da387fd81664,HD 8535,b,Radial Velocity,HD 8535 b,1,1.13
59c8fea24fd6da387fd81665,HD 85390,b,Radial Velocity,HD 85390 b,1,0.76
59c8fea24fd6da387fd81666,HD 81040,b,Radial Velocity,HD 81040 b,1,0.96
59c8fea24fd6da387fd81667,HD 85512,b,Radial Velocity,HD 85512 b,1,0.69
59c8fea24fd6da387fd81668,HD 86081,b,Radial Velocity,HD 86081 b,1,1.21
59c8fea24fd6da387fd81669,HD 8574,b,Radial Velocity,HD 8574 b,1,1.12
59c8fea24fd6da387fd8166a,HD 86226,b,Radial Velocity,HD 86226 b,1,1.06
59c8fea24fd6da387fd8166b,HD 8673,b,Radial Velocity,HD 8673 b,1,
59c8fea24fd6da387fd8166c,HD 86264,b,Radial Velocity,HD 86264 b,1,
